Date,Time,ID,Name,Comments
2021/11/04,22:44:41:10,1272824,SKIZA NA NATION DENZEL,New Clip
2021/11/04,22:45:26:09,1280932,JOHNIE WALKER_TVC 2_0015,(null)
2021/11/04,22:45:41:08,1281564,071121_CRY OF THE SPIRIT_0019,New Clip
2021/11/04,22:46:01:06,1272819,SKIZA NA NATION VIVIAN,New Clip
2021/11/04,22:46:46:05,1264205,HUNTERS_CUTDOWN 1_0026,(null)
2021/11/04,22:47:12:17,1262227,GEN-KIGODA CHAKO PROMO_guudddd,(null)
2021/11/04,22:47:59:12,1281838,SPRITE_071121_NXT_HEALTH DIARY_0057,(null)
2021/11/04,22:48:56:17,1281843,061121_KENYA RAILWAYS DOCU_0037,(null)
2021/11/04,22:49:34:16,847723,NTV_STING_MUSIC AND VO_8secs_FINALmov,New Clip
2021/11/04,22:49:43:19,1281891,041121_THE FOOTBALL REVIEW_PT 2_DUR 1158,New Clip
2021/11/04,23:01:42:05,847720,NTV_STATION ID_MUSIC ONLY_FINAL mov,New Clip
2021/11/04,23:01:57:01,1213202,NBA_coming up_NEW,New Clip
2021/11/04,23:02:04:02,1280846,COMING UP WITH MORTEIN LED,(null)
2021/11/04,23:02:19:23,1255817,CHEZA_LOTTO 50M_0102 new,(null)
2021/11/04,23:03:22:09,1276884,GUINNESS SMOOTH_OCT TVC NEW_0030,(null)
2021/11/04,23:03:52:24,1281832,SPRITE_061121_NXT_UNSCRIPTED_0055,(null)
2021/11/04,23:04:48:18,1205759,NTV JIONI JOSHUA MAKORI PROMO -0013,(null)
2021/11/04,23:05:02:02,1272752,HUNTERS ELECTRONICS_0057,(null)
2021/11/04,23:05:59:13,1109717,NTV_STATION ID_MUSIC AND SLOGAN_FINAL mov,(null)
2021/11/04,23:06:15:13,846290,PG RATINGS NEW_PG,(null)
2021/11/04,23:06:25:01,1281893,041121_NBA ACTION_PT 1_DUR 1004,New Clip
2021/11/04,23:16:29:16,883060,NTV SOCIAL MEDIA STING_SMALLER TEXT,New Clip
2021/11/04,23:16:44:15,1276884,GUINNESS SMOOTH_OCT TVC NEW_0030,(null)
2021/11/04,23:17:15:05,1274903,NBA 75TH_PROMO_0044,(null)
2021/11/04,23:17:59:09,1272821,SKIZA NA NATION VUMA,New Clip
2021/11/04,23:18:44:08,1231600,SMIRNOFF_FRANCE TVC_0019,(null)
2021/11/04,23:19:04:07,1281838,SPRITE_071121_NXT_HEALTH DIARY_0057,(null)
2021/11/04,23:20:01:12,1255817,CHEZA_LOTTO 50M_0102 new,(null)
